time	date	datetime	milliseconds	mean	median	upper	lower
2020.1701420111935	2020-03-01	2020-03-01T18:26:38	1583087198648	1.0905413190335846	0.9651289627582205	2.4871272588611606	0.5107673536394594
2020.1652530357203	2020-02-28	2020-02-28T23:36:59	1582933019918	1.092851154154315	0.9659777454821404	2.493414701936994	0.5107673536394594
2020.160364060247	2020-02-27	2020-02-27T04:47:21	1582778841187	1.0945423534735925	0.9674148685953433	2.5002718779818256	0.5106663429172968
2020.1554750847738	2020-02-25	2020-02-25T09:57:42	1582624662457	1.0962685472872948	0.9682702780382273	2.510132572795078	0.509006331045275
2020.1505861093005	2020-02-23	2020-02-23T15:08:03	1582470483726	1.097286681639493	0.9692476409867531	2.5130538373345384	0.5074437173577601
2020.1456971338273	2020-02-21	2020-02-21T20:18:24	1582316304997	1.0977871347541883	0.9695166713583566	2.5142589500573753	0.5042261741955062
2020.140808158354	2020-02-20	2020-02-20T01:28:46	1582162126266	1.0982146931015737	0.9698335242911181	2.5150463960084797	0.5005333635967955
2020.1359191828808	2020-02-18	2020-02-18T06:39:07	1582007947536	1.0979360740407877	0.9700019075007973	2.5151894325539157	0.4973051128133611
2020.1310302074075	2020-02-16	2020-02-16T11:49:28	1581853768805	1.0975612787224924	0.970000541656619	2.5151894325539157	0.4915027096054767
2020.1261412319343	2020-02-14	2020-02-14T16:59:50	1581699590075	1.0966158514491127	0.9694802864705258	2.517402801441686	0.4818795864883251
2020.121252256461	2020-02-12	2020-02-12T22:10:11	1581545411344	1.0941634973075274	0.9687086068020332	2.515540187360445	0.470117825908823
2020.1163632809878	2020-02-11	2020-02-11T03:20:32	1581391232614	1.0907019029647627	0.96711045167581	2.517402801441686	0.4500947634948283
2020.1114743055145	2020-02-09	2020-02-09T08:30:53	1581237053883	1.0854565818716506	0.9645045718006917	2.515540187360445	0.41166506036741446
2020.1065853300413	2020-02-07	2020-02-07T13:41:15	1581082875154	1.0795793236334221	0.962171561229167	2.5150463960084797	0.34859846177868575
2020.101696354568	2020-02-05	2020-02-05T18:51:36	1580928696423	1.0701814342198375	0.9581613651029242	2.5150463960084797	0.19464088810421398
2020.0968073790948	2020-02-04	2020-02-04T00:01:57	1580774517693	1.058228495867184	0.9525462763854119	2.5129190995704604	0.1130898790809534
2020.0919184036215	2020-02-02	2020-02-02T05:12:18	1580620338962	1.0435245383371166	0.9465586590217864	2.508477671551139	0.07256386297012982
2020.0870294281483	2020-01-31	2020-01-31T10:22:40	1580466160232	NaN	NaN	NaN	NaN
